,Bank,Company,Bank_Country,Company_Country,Amount,Bank_Zone,Company_Zone
658,PNC,PPL Corp,United States,United States,171625000.0,United States,United States
659,Ping An Insurance Group,Beijing Energy Holding Co Ltd,China,China,168861470.0228307,China,China
660,Ping An Insurance Group,China Datang Corp,China,China,3668762592.12894,China,China
661,Ping An Insurance Group,China Energy Investment Corp Ltd,China,China,1086436445.995035,China,China
662,Ping An Insurance Group,China Huadian Corp Ltd,China,China,1406548312.936623,China,China
663,Ping An Insurance Group,China Huaneng Group Co Ltd,China,China,215036044.458845,China,China
664,Ping An Insurance Group,China National Petroleum Corporation (CNPC),China,China,722600000.0,China,China
665,Ping An Insurance Group,Guangdong Hengjian Investment Holding Co Ltd,China,China,165475584.0,China,China
666,Ping An Insurance Group,Hebei Construction & Investment Group Co Ltd,China,China,194746000.0,China,China
667,Ping An Insurance Group,Huayang New Material Technology Group Co Ltd,China,China,433113375.0,China,China
668,Ping An Insurance Group,Jinneng Holding Group Co Ltd,China,China,1580561591.234588,China,China
669,Ping An Insurance Group,Kailuan Group Ltd Liability Corp,China,China,78015073.5,China,China
670,Ping An Insurance Group,Lu'an Chemical Group Co Ltd,China,China,116853757.8,China,China
671,Ping An Insurance Group,Shaanxi Coal and Chemical Industry Group Co Ltd,China,China,339288867.290032,China,China
672,Ping An Insurance Group,Shaanxi Yanchang Petroleum Group Co Ltd,China,China,1751108740.934068,China,China
673,Ping An Insurance Group,Shandong Energy Co Ltd,China,China,1657607557.744259,China,China
674,Ping An Insurance Group,Shenmu City State-Owned Assets Operation Co,China,China,349771.1839185149,China,China
675,Ping An Insurance Group,State Grid Corp of China,China,China,1883766500.0,China,China
676,Postal Savings Bank of China,Beijing Energy Holding Co Ltd,China,China,92309845.9170766,China,China
677,Postal Savings Bank of China,China Datang Corp,China,China,580316250.1184691,China,China
678,Postal Savings Bank of China,China Energy Investment Corp Ltd,China,China,508805119.2108417,China,China
679,Postal Savings Bank of China,China Huadian Corp Ltd,China,China,930927542.1205784,China,China
680,Postal Savings Bank of China,China Huaneng Group Co Ltd,China,China,442253779.1938128,China,China
681,Postal Savings Bank of China,China National Petroleum Corporation (CNPC),China,China,1549450278.0,China,China
682,Postal Savings Bank of China,Guangdong Hengjian Investment Holding Co Ltd,China,China,191376420.0,China,China
683,Postal Savings Bank of China,Hebei Construction & Investment Group Co Ltd,China,China,37830000.0,China,China
684,Postal Savings Bank of China,Huayang New Material Technology Group Co Ltd,China,China,192664500.0,China,China
685,Postal Savings Bank of China,Jinneng Holding Group Co Ltd,China,China,1218339404.157022,China,China
686,Postal Savings Bank of China,Jizhong Energy Group Co Ltd,China,China,129299200.0,China,China
687,Postal Savings Bank of China,Lu'an Chemical Group Co Ltd,China,China,12080969.55,China,China
688,Postal Savings Bank of China,Shaanxi Coal and Chemical Industry Group Co Ltd,China,China,55167700.0,China,China
689,Postal Savings Bank of China,Shaanxi Investment Group Co Ltd,China,China,44376300.0,China,China
690,Postal Savings Bank of China,Shaanxi Yanchang Petroleum Group Co Ltd,China,China,786806224.8445079,China,China
691,Postal Savings Bank of China,Shandong Energy Co Ltd,China,China,764716131.3477345,China,China
692,Postal Savings Bank of China,Shougang Group Co Ltd,China,China,418657.1974662162,China,China
693,Postal Savings Bank of China,Xin Jiang Guang Hui Industry Investment Group Co Ltd,China,China,135295487.2571004,China,China
694,Postal Savings Bank of China,Zhejiang Provincial Energy Group Co Ltd,China,China,255638970.0,China,China
695,RBC,ConocoPhillips,Canada,United States,461930679.0,North America,United States
696,RBC,Glencore PLC,Canada,Switzerland,550033279.5634215,North America,Europe
697,RBC,Harbour Energy PLC,Canada,United Kingdom,38461538.0,North America,Europe
698,RBC,Occidental Petroleum Corp,Canada,United States,3180903619.197483,North America,United States
699,RBC,PPL Corp,Canada,United States,209678854.346947,North America,United States
700,RBC,Shell PLC,Canada,United Kingdom,3000500000.0,North America,Europe
701,RBC,Teck Resources Ltd,Canada,Canada,524019916.8389001,North America,North America
702,RBC,TotalEnergies SE,Canada,France,1923362426.086837,North America,Europe
703,Rabobank,Glencore PLC,Netherlands,Switzerland,108252336.61,Europe,Europe
704,Rabobank,Mitsubishi Corp,Netherlands,Japan,22675740.0,Europe,Asia
705,SMBC Group,Adani Group,Japan,India,57055943.04094857,Asia,Asia
706,SMBC Group,BHP Group Ltd,Japan,Australia,60357142.88,Asia,Oceania
707,SMBC Group,Chevron Corp,Japan,United States,618181803.0,Asia,United States
708,SMBC Group,ConocoPhillips,Japan,United States,1413636364.0,Asia,United States
709,SMBC Group,Gazprom PJSC,Japan,Russia,1092297168.496432,Asia,Europe
710,SMBC Group,Glencore PLC,Japan,Switzerland,511244772.7385453,Asia,Europe
711,SMBC Group,Hess Corporation,Japan,United States,714285714.0,Asia,United States
712,SMBC Group,ITOCHU Corp,Japan,Japan,67646147.78,Asia,Asia
713,SMBC Group,Indian Oil Corp Ltd,Japan,India,573696930.33,Asia,Asia
714,SMBC Group,Indonesia Asahan Aluminium Persero PT,Japan,Indonesia,241652186.1311027,Asia,Asia
715,SMBC Group,Inpex Corp,Japan,Japan,3143105730.0,Asia,Asia
716,SMBC Group,Kuwait Petroleum Corp,Japan,Kuwait,847500001.0,Asia,Asia
717,SMBC Group,Mitsubishi Corp,Japan,Japan,230194234.6810486,Asia,Asia
718,SMBC Group,NTPC Ltd,Japan,India,787034247.0862217,Asia,Asia
719,SMBC Group,Occidental Petroleum Corp,Japan,United States,3417340866.161045,Asia,United States
720,SMBC Group,PPL Corp,Japan,United States,97200000.0,Asia,United States
721,SMBC Group,Pertamina Persero PT,Japan,Indonesia,1049603173.0,Asia,Asia
722,SMBC Group,Petróleo Brasileiro SA – Petrobras,Japan,Brazil,1439900710.035231,Asia,South America
723,SMBC Group,Petróleos Mexicanos (PEMEX),Japan,Mexico,3789993934.735808,Asia,North America
724,SMBC Group,Shell PLC,Japan,United Kingdom,688000000.0,Asia,Europe
725,SMBC Group,State Grid Corp of China,Japan,China,136247346.4034523,Asia,China
726,SMBC Group,TotalEnergies SE,Japan,France,1934123908.219669,Asia,Europe
727,Santander,BHP Group Ltd,Spain,Australia,60357142.88,Europe,Oceania
728,Santander,Equinor ASA,Spain,Norway,298899358.7219936,Europe,Europe
729,Santander,Glencore PLC,Spain,Switzerland,596099497.6644292,Europe,Europe
730,Santander,Kuwait Petroleum Corp,Spain,Kuwait,480833334.0,Europe,Asia
731,Santander,Petróleo Brasileiro SA – Petrobras,Spain,Brazil,3722210927.333113,Europe,South America
732,Santander,Petróleos Mexicanos (PEMEX),Spain,Mexico,3506839645.27,Europe,North America
733,Santander,Repsol SA,Spain,Spain,493242133.0038241,Europe,Europe
734,Santander,Shell PLC,Spain,United Kingdom,5745957689.382341,Europe,Europe
735,Santander,State Grid Corp of China,Spain,China,405935823.4958461,Europe,China
736,Santander,TotalEnergies SE,Spain,France,1020647477.525889,Europe,Europe
737,Scotiabank,BHP Group Ltd,Canada,Australia,60357142.88,North America,Oceania
738,Scotiabank,Chevron Corp,Canada,United States,350000000.0,North America,United States
739,Scotiabank,Glencore PLC,Canada,Switzerland,550986692.7385453,North America,Europe
740,Scotiabank,Indian Oil Corp Ltd,Canada,India,183666775.5763808,North America,Asia
741,Scotiabank,Occidental Petroleum Corp,Canada,United States,1708734591.851298,North America,United States
742,Scotiabank,PPL Corp,Canada,United States,309241354.6169471,North America,United States
743,Scotiabank,Petróleo Brasileiro SA – Petrobras,Canada,Brazil,2104694332.675346,North America,South America
744,Scotiabank,Petróleos Mexicanos (PEMEX),Canada,Mexico,1516816732.788167,North America,North America
745,Scotiabank,State Grid Corp of China,Canada,China,35275918.46179563,North America,China
746,Scotiabank,Teck Resources Ltd,Canada,Canada,363842916.8389001,North America,North America
747,Shanghai Pudong Development Bank,Beijing Energy Holding Co Ltd,China,China,4208419097.148807,China,China
748,Shanghai Pudong Development Bank,China Datang Corp,China,China,1376729873.59616,China,China
749,Shanghai Pudong Development Bank,China Energy Investment Corp Ltd,China,China,2915040286.839303,China,China
750,Shanghai Pudong Development Bank,China Huadian Corp Ltd,China,China,270918253.4109646,China,China
751,Shanghai Pudong Development Bank,China Huaneng Group Co Ltd,China,China,1844556839.6112,China,China
752,Shanghai Pudong Development Bank,China National Petroleum Corporation (CNPC),China,China,1415780000.0,China,China
753,Shanghai Pudong Development Bank,China ZhenHua Oil Co Ltd,China,China,66024900.0,China,China
754,Shanghai Pudong Development Bank,Guangdong Hengjian Investment Holding Co Ltd,China,China,705871853.8092544,China,China
755,Shanghai Pudong Development Bank,Huayang New Material Technology Group Co Ltd,China,China,1392787875.0,China,China
756,Shanghai Pudong Development Bank,Jinneng Holding Group Co Ltd,China,China,2294080578.320568,China,China
757,Shanghai Pudong Development Bank,Jizhong Energy Group Co Ltd,China,China,2827324894.0,China,China
758,Shanghai Pudong Development Bank,Lu'an Chemical Group Co Ltd,China,China,269949564.9,China,China
759,Shanghai Pudong Development Bank,Shaanxi Coal and Chemical Industry Group Co Ltd,China,China,1498999532.467592,China,China
760,Shanghai Pudong Development Bank,Shaanxi Investment Group Co Ltd,China,China,502331625.0,China,China
761,Shanghai Pudong Development Bank,Shaanxi Yanchang Petroleum Group Co Ltd,China,China,5051153665.195217,China,China
762,Shanghai Pudong Development Bank,Shaanxi Yulin Energy Group Co Ltd,China,China,104079017.4554295,China,China
763,Shanghai Pudong Development Bank,Shandong Energy Co Ltd,China,China,1754596475.382813,China,China
764,Shanghai Pudong Development Bank,Shanxi Coking Coal Group Co Ltd,China,China,250118098.9433344,China,China
765,Shanghai Pudong Development Bank,Shenergy Group Co Ltd,China,China,687003573.6062636,China,China
766,Shanghai Pudong Development Bank,Shougang Group Co Ltd,China,China,425756.0179151262,China,China
767,Shanghai Pudong Development Bank,State Grid Corp of China,China,China,3009094750.0,China,China
768,Shanghai Pudong Development Bank,Zhejiang Provincial Energy Group Co Ltd,China,China,953306145.0,China,China
769,Société Générale,Adani Group,France,India,97786293.00157532,Europe,Asia
770,Société Générale,Chevron Corp,France,United States,1189610373.0,Europe,United States
771,Société Générale,China National Petroleum Corporation (CNPC),France,China,133333333.0,Europe,China
772,Société Générale,Equinor ASA,France,Norway,298899358.7219936,Europe,Europe
773,Société Générale,Evraz PLC,France,United Kingdom,198969.1696552875,Europe,Europe
774,Société Générale,Exxon Mobil Corp,France,United States,5913897444.0,Europe,United States
775,Société Générale,Glencore PLC,France,Switzerland,785621278.0953401,Europe,Europe
776,Société Générale,Inpex Corp,France,Japan,1820444230.0,Europe,Asia
777,Société Générale,Kuwait Petroleum Corp,France,Kuwait,509523810.0,Europe,Asia
778,Société Générale,Mitsubishi Corp,France,Japan,22675740.0,Europe,Asia
779,Société Générale,Occidental Petroleum Corp,France,United States,4203548079.999838,Europe,United States
780,Société Générale,Pertamina Persero PT,France,Indonesia,271428571.0,Europe,Asia
781,Société Générale,Petróleos Mexicanos (PEMEX),France,Mexico,1240496100.0,Europe,North America
782,Société Générale,Repsol SA,France,Spain,390326084.3467177,Europe,Europe
783,Société Générale,Rosneftegaz AO,France,Russia,500000000.0,Europe,Europe
784,Société Générale,Shell PLC,France,United Kingdom,388000000.0,Europe,Europe
785,Société Générale,TotalEnergies SE,France,France,4731931971.786486,Europe,Europe
786,Standard Chartered,Adani Group,United Kingdom,India,627240257.4666744,Europe,Asia
787,Standard Chartered,China Energy Investment Corp Ltd,United Kingdom,China,3255830.117296706,Europe,China
788,Standard Chartered,China Huadian Corp Ltd,United Kingdom,China,45454545.0,Europe,China
789,Standard Chartered,China Huaneng Group Co Ltd,United Kingdom,China,77500000.0,Europe,China
790,Standard Chartered,China National Petroleum Corporation (CNPC),United Kingdom,China,133333333.0,Europe,China
791,Standard Chartered,Equinor ASA,United Kingdom,Norway,298899358.7219936,Europe,Europe
792,Standard Chartered,Glencore PLC,United Kingdom,Switzerland,587899082.1651745,Europe,Europe
793,Standard Chartered,Indian Oil Corp Ltd,United Kingdom,India,178200000.0,Europe,Asia
794,Standard Chartered,Indika Energy Tbk PT,United Kingdom,Indonesia,506360858.004375,Europe,Asia
795,Standard Chartered,Indonesia Asahan Aluminium Persero PT,United Kingdom,Indonesia,275710577.1930302,Europe,Asia
796,Standard Chartered,NTPC Ltd,United Kingdom,India,306892589.7,Europe,Asia
797,Standard Chartered,POSCO Holdings Inc,United Kingdom,South Korea,182600240.5519161,Europe,Asia
798,Standard Chartered,Pertamina Persero PT,United Kingdom,Indonesia,525000000.0,Europe,Asia
799,Standard Chartered,Petróleo Brasileiro SA – Petrobras,United Kingdom,Brazil,914213736.4094404,Europe,South America
800,Standard Chartered,Shandong Energy Co Ltd,United Kingdom,China,83005837.66810845,Europe,China
801,Standard Chartered,Shell PLC,United Kingdom,United Kingdom,888000000.0,Europe,Europe
802,Standard Chartered,TotalEnergies SE,United Kingdom,France,244866917.4445396,Europe,Europe
803,Standard Chartered,Zhejiang Provincial Energy Group Co Ltd,United Kingdom,China,95454545.0,Europe,China
804,State Bank of India,Adani Group,India,India,116396788.5922057,Asia,Asia
805,State Bank of India,Coal India Ltd,India,India,307630608.0,Asia,Asia
806,State Bank of India,Indian Oil Corp Ltd,India,India,1418103323.79,Asia,Asia
807,State Bank of India,NTPC Ltd,India,India,1001472806.315373,Asia,Asia
808,State Bank of India,Reliance Power Ltd,India,India,1654607088.0,Asia,Asia
809,TD,Chevron Corp,Canada,United States,350000000.0,North America,United States
810,TD,ConocoPhillips,Canada,United States,3013636364.0,North America,United States
811,TD,Glencore PLC,Canada,Switzerland,564006689.8483073,North America,Europe
812,TD,Occidental Petroleum Corp,Canada,United States,356000000.0,North America,United States
813,TD,PPL Corp,Canada,United States,97200000.0,North America,United States
814,TD,Shell PLC,Canada,United Kingdom,388000000.0,North America,Europe
815,TD,Teck Resources Ltd,Canada,Canada,363842916.8389001,North America,North America
816,UBS,Adani Group,Switzerland,India,49809160.30534352,Europe,Asia
817,UBS,BHP Group Ltd,Switzerland,Australia,60357142.88,Europe,Oceania
818,UBS,China Energy Investment Corp Ltd,Switzerland,China,616723262.7255244,Europe,China
819,UBS,China Huadian Corp Ltd,Switzerland,China,765399846.3461423,Europe,China
820,UBS,China National Petroleum Corporation (CNPC),Switzerland,China,307669333.0,Europe,China
821,UBS,Evraz PLC,Switzerland,United Kingdom,319469.0975300091,Europe,Europe
822,UBS,Gazprom PJSC,Switzerland,Russia,602964163.2456094,Europe,Europe
823,UBS,Glencore PLC,Switzerland,Switzerland,684976600.197411,Europe,Europe
824,UBS,Pertamina Persero PT,Switzerland,Indonesia,104166667.0,Europe,Asia
825,UBS,Petróleo Brasileiro SA – Petrobras,Switzerland,Brazil,565424293.2968892,Europe,South America
826,UBS,Petróleos Mexicanos (PEMEX),Switzerland,Mexico,637932320.0,Europe,North America
827,UBS,Repsol SA,Switzerland,Spain,133820188.0178458,Europe,Europe
828,UBS,Shell PLC,Switzerland,United Kingdom,1138000000.0,Europe,Europe
829,UBS,State Grid Corp of China,Switzerland,China,325804354.8091742,Europe,China
830,UBS,TotalEnergies SE,Switzerland,France,289506257.4796163,Europe,Europe
831,US Bancorp,Occidental Petroleum Corp,United States,United States,236437246.9635628,United States,United States
832,US Bancorp,PPL Corp,United States,United States,759272095.2033747,United States,United States
833,UniCredit,Gazprom PJSC,Italy,Russia,2428222105.825814,Europe,Europe
834,UniCredit,Glencore PLC,Italy,Switzerland,496299998.3515427,Europe,Europe
835,UniCredit,Repsol SA,Italy,Spain,304942944.9859783,Europe,Europe
836,UniCredit,TotalEnergies SE,Italy,France,900828333.9697838,Europe,Europe
837,Wells Fargo,Alliance Resource Partners LP,United States,United States,257020833.0,United States,United States
838,Wells Fargo,Chevron Corp,United States,United States,1417191554.0,United States,United States
839,Wells Fargo,ConocoPhillips,United States,United States,2675541127.0,United States,United States
840,Wells Fargo,Delek Group Ltd,United States,Israel,78066207.828125,United States,Asia
841,Wells Fargo,Harbour Energy PLC,United States,United Kingdom,38461538.0,United States,Europe
842,Wells Fargo,Occidental Petroleum Corp,United States,United States,5696285841.309837,United States,United States
843,Wells Fargo,PPL Corp,United States,United States,1516385179.604294,United States,United States
844,Wells Fargo,Shell PLC,United States,United Kingdom,1742590001.0,United States,Europe
845,Westpac,BHP Group Ltd,Australia,Australia,60357142.88,Oceania,Oceania
846,Westpac,Indian Oil Corp Ltd,Australia,India,1019700000.0,Oceania,Asia
847,Westpac,Inpex Corp,Australia,Japan,521769230.0,Oceania,Asia
848,Westpac,State Grid Corp of China,Australia,China,247360194.8455613,Oceania,China
