T14,Gross domestic product and gross domestic product per capita,,,,,
61,Polynesia,2018,GDP real rates of growth (percent),2.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
61,Polynesia,2019,GDP real rates of growth (percent),2.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
61,Polynesia,2020,GDP real rates of growth (percent),-8.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
4,Afghanistan,1995,GDP in current prices (millions of US dollars),"2,757",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
4,Afghanistan,2005,GDP in current prices (millions of US dollars),"6,221",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
4,Afghanistan,2010,GDP in current prices (millions of US dollars),"14,699",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
4,Afghanistan,2015,GDP in current prices (millions of US dollars),"18,713",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
4,Afghanistan,2018,GDP in current prices (millions of US dollars),"18,419",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
4,Afghanistan,2019,GDP in current prices (millions of US dollars),"18,904",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
4,Afghanistan,2020,GDP in current prices (millions of US dollars),"19,793",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
4,Afghanistan,1995,GDP per capita (US dollars),152,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
4,Afghanistan,2005,GDP per capita (US dollars),242,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
4,Afghanistan,2010,GDP per capita (US dollars),504,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
4,Afghanistan,2015,GDP per capita (US dollars),544,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
4,Afghanistan,2018,GDP per capita (US dollars),496,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
4,Afghanistan,2019,GDP per capita (US dollars),497,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
4,Afghanistan,2020,GDP per capita (US dollars),508,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
4,Afghanistan,1995,GDP in constant 2010 prices (millions of US dollars),"6,335",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
4,Afghanistan,2005,GDP in constant 2010 prices (millions of US dollars),"9,596",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
4,Afghanistan,2010,GDP in constant 2010 prices (millions of US dollars),"14,744",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
4,Afghanistan,2015,GDP in constant 2010 prices (millions of US dollars),"18,713",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
4,Afghanistan,2018,GDP in constant 2010 prices (millions of US dollars),"19,738",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
4,Afghanistan,2019,GDP in constant 2010 prices (millions of US dollars),"20,510",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
4,Afghanistan,2020,GDP in constant 2010 prices (millions of US dollars),"20,113",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
4,Afghanistan,1995,GDP real rates of growth (percent),30.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
4,Afghanistan,2005,GDP real rates of growth (percent),7.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
4,Afghanistan,2010,GDP real rates of growth (percent),5.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
4,Afghanistan,2015,GDP real rates of growth (percent),-1.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
4,Afghanistan,2018,GDP real rates of growth (percent),1.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
4,Afghanistan,2019,GDP real rates of growth (percent),3.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
4,Afghanistan,2020,GDP real rates of growth (percent),-1.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
8,Albania,1995,GDP in current prices (millions of US dollars),"2,393",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
8,Albania,2005,GDP in current prices (millions of US dollars),"8,052",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
8,Albania,2010,GDP in current prices (millions of US dollars),"11,927",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
8,Albania,2015,GDP in current prices (millions of US dollars),"11,387",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
8,Albania,2018,GDP in current prices (millions of US dollars),"15,156",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
8,Albania,2019,GDP in current prices (millions of US dollars),"15,400",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
8,Albania,2020,GDP in current prices (millions of US dollars),"14,910",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
8,Albania,1995,GDP per capita (US dollars),769,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
8,Albania,2005,GDP per capita (US dollars),"2,609",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
8,Albania,2010,GDP per capita (US dollars),"4,046",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
8,Albania,2015,GDP per capita (US dollars),"3,939",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
8,Albania,2018,GDP per capita (US dollars),"5,258",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
8,Albania,2019,GDP per capita (US dollars),"5,346",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
8,Albania,2020,GDP per capita (US dollars),"5,181",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
8,Albania,1995,GDP in constant 2010 prices (millions of US dollars),"4,720",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
