parent_company;company;gogel_id
Xinjiang Guanghui Industry Investment (Group) Corporation Ltd;Xinjiang Guanghui Industry Investment (Group) Corporation Ltd;200725
Xinjiang Xintai Natural Gas Co Ltd;Xinjiang Xintai Natural Gas Co Ltd;101010
Xinjiang Xintai Natural Gas Co Ltd ;AAG Energy Holdings Ltd;100451
Xinjiang Yaxin Coalbed Methane Investment and Development (Group) Co Ltd;Xinjiang Yaxin Coalbed Methane Investment and Development (Group) Co Ltd;101093
XPR Resources LLC;XPR Resources LLC;100897
Xuzhou Coal Mining Group Co Ltd;Xuzhou Coal Mining Group Co Ltd;200390
Yacimientos Petroliferos Fiscales Bolivianos SA (YPFB);Yacimientos Petroliferos Fiscales Bolivianos SA (YPFB);100437
Yacimientos Petroliferos Fiscales Bolivianos SA (YPFB) ;YPFB Andina SA;100273
Yamal Sever LLC;Yamal Sever LLC;101068
Yangarra Resources Ltd;Yangarra Resources Ltd;100466
Yantai Yindu Industry Co Ltd;Yantai Yindu Industry Co Ltd;200396
YPF SA;YPF SA;100057
YTL Power International Bhd;YTL Power International Bhd;100619
Yunnan Provincial Investment Holdings Group Co Ltd;Yunnan Provincial Investment Holdings Group Co Ltd;800826
Yunnan Provincial Investment Holdings Group Co Ltd ;Union Resources & Engineering Co Ltd;800827
Yunnan Provincial Investment Holdings Group Co Ltd ;Yunnan Energy Investment Co Ltd;200625
Yunnan Provincial Investment Holdings Group Co Ltd ;Yunnan Provincial Energy Investment Group Co Ltd;200627
Yunnan Yunmai Industrial Co Ltd;Yunnan Yunmai Industrial Co Ltd;800828
Yunnan Zangran Energy Development Co Ltd;Yunnan Zangran Energy Development Co Ltd;200729
Yuyao Shuncai Investment Holding Co Ltd;Yuyao Shuncai Investment Holding Co Ltd;801045
Zarvona Energy LLC;Zarvona Energy LLC;100435
Zavanna LLC;Zavanna LLC;100402
ZE PAK SA (Zespol Elektrowni Patnow-Adamow-Konin SA);ZE PAK SA (Zespol Elektrowni Patnow-Adamow-Konin SA);800425
ZE PAK SA (Zespol Elektrowni Patnow-Adamow-Konin SA) ;PAK CCGT Sp. z o.o.;800696
Zenith Energy US LP;Zenith Energy US LP;200330
Zenith Steel Group Co Ltd;Zenith Steel Group Co Ltd;801031
Zhejiang Provincial Energy Group Co Ltd;Zhejiang Provincial Energy Group Co Ltd;800571
Zhejiang Provincial Energy Group Co Ltd ;Zhejiang Zheneng Electric Power Co Ltd;801032
Zhejiang Rongsheng Holding Group Co Ltd;Zhejiang Rongsheng Holding Group Co Ltd;800133
Zhejiang Zhoushan Islands New Area Zhejiang East State-owned Assets Investment Development Co Ltd;Zhejiang Zhoushan Islands New Area Zhejiang East State-owned Assets Investment Development Co Ltd;200690
Zhengben Energy Storage and Transportation Co Ltd;Zhengben Energy Storage and Transportation Co Ltd;200611
Zhongshan Yongning Industrial Corporation;Zhongshan Yongning Industrial Corporation;800863
Zhongxing Tianheng Energy Technology (Beijing) Co Ltd;Zhongxing Tianheng Energy Technology (Beijing) Co Ltd;100194
Zhongyou Xinxing Energy Industrial Group Company;Zhongyou Xinxing Energy Industrial Group Company;200686
Zhoushan Liuheng State-owned Assets Investment Management Co Ltd;Zhoushan Liuheng State-owned Assets Investment Management Co Ltd;200138
Zibo Caijin Holdings Group Co Ltd;Zibo Caijin Holdings Group Co Ltd;200706
Zion Oil & Gas Inc;Zion Oil & Gas Inc;100647
