Bank,Company,2016,2017,2018,2019,2020,2021,2022,Grand Total
ICBC,China National Petroleum Corporation (CNPC),3829922500,86893800,1460280000,5887517500,3553398611,1430155750,3352239750,19600407911.0
ICBC,China Petrochemical Corporation (Sinopec Group),2166006001,497499993,133333400,276190477,2726986730,1820816500,152426000,7773259101.0
ICBC,Eni SpA,0,550000000,0,0,0,0,0,550000000.0
ICBC,Guangdong Hanjian Holding Co Ltd,25200874,28037036,48217427,29615528,0,32272536,0,163343403.0
ICBC,Guangdong Hengjian Investment Holding Co Ltd,102701920,3098346,123144000,8312609,11230285,220704883,31432968,500625012.0
ICBC,China Huaneng Group Co Ltd,620359740,2025400280,693058683,720823878,306100261,302163734,1061883819,5729790395.0
ING,Kraken Oil & Gas LLC,0,0,0,0,153000000,0,0,153000000.0
ING,Kuwait Petroleum Corp,0,0,314166667,0,0,166666667,0,480833334.0
ING,Mitsubishi Corp,0,0,0,0,0,22675740,0,22675740.0
ING,Mubadala Investment Co PJSC,0,0,0,0,0,62569700,0,62569700.0
ING,Samson Resources II Midco LLC,0,156434047,0,0,0,0,0,156434047.0
ING,Petroliam Nasional Berhad (Petronas),0,0,1069000000,0,73928571,0,0,1142928571.0
ING,State Grid Corp of China,0,0,0,0,68314343,0,0,68314343.0
ING,TotalEnergies SE,0,0,118360000,0,0,0,0,118360000.0
ING,OMV AG,0,0,342072220,79440987,0,0,0,421513207.0
ING,Kinder Morgan Inc,46875000,0,0,0,0,80000000,0,126875000.0
ING,Gazprom PJSC,91181053,0,0,0,0,0,0,91181053.0
ING,Glencore PLC,39741920,45843750,241119985,894015677,204804317,69601013,46412903,1541539565.0
ING,Galp Energia SGPS SA,102483293,0,0,0,0,0,0,102483293.0
ING,Evraz PLC,198969,0,0,334268,0,0,0,533237.0
ING,Eni SpA,129833333,113156786,0,0,0,500000000,184523809,927513928.0
ING,EN+ Group International PJSC,0,11257970,0,7359110,0,0,0,18617080.0
ING,Delek Group Ltd,199849492,0,0,0,0,78066208,0,277915700.0
ING,China Petrochemical Corporation (Sinopec Group),90000000,270833333,0,133333334,0,0,0,494166667.0
ING,BP PLC,0,55767562,0,0,0,0,0,55767562.0
ING,Aker BP ASA,455454700,36363636,50000000,446969697,604545454,250980393,0,1844313880.0
ING,Inpex Corp,0,0,0,0,0,0,43000000,43000000.0
Industrial Bank,Shaanxi Coal and Chemical Industry Group Co Ltd,545503775,390194646,645844925,166879997,43983662,190604400,109845400,2092856806.0
Industrial Bank,Shaanxi Investment Group Co Ltd,0,89760150,86562000,77857800,86697150,138731895,22413150,502022145.0
Industrial Bank,Shaanxi Yanchang Petroleum Group Co Ltd,1426093868,620839112,1820017673,1376924487,1769855942,1277491179,398355394,8689577657.0
Industrial Bank,Shandong Energy Co Ltd,0,473940080,398143262,253110595,498424166,806927194,109195024,2539740322.0
Industrial Bank,Shanxi Coking Coal Group Co Ltd,267042720,0,0,183459423,0,0,0,450502143.0
Industrial Bank,Xin Jiang Guang Hui Industry Investment Group Co Ltd,21298600,256720152,0,10412523,11665187,0,0,300096462.0
Industrial Bank,State Grid Corp of China,0,0,192133750,355657500,0,1241707375,519396250,2308894875.0
Industrial Bank,State Power Investment Corp (SPIC),469653863,280198344,283501628,136617093,330214514,82602803,260374988,1843163233.0
Industrial Bank,TBEA Co Ltd,2303085,8654918,0,0,11549982,0,0,22507985.0
Industrial Bank,Zhejiang Provincial Energy Group Co Ltd,0,0,0,0,0,45454545,0,45454545.0
Industrial Bank,Lu'an Chemical Group Co Ltd,48602584,96276634,93919937,23875950,68856007,25300392,51211606,408043110.0
Industrial Bank,Shenergy Group Co Ltd,0,0,0,0,84166237,78139000,0,162305237.0
Industrial Bank,Kailuan Group Ltd Liability Corp,0,0,0,0,42692100,0,0,42692100.0
Industrial Bank,China National Offshore Oil Corp (CNOOC),0,0,0,0,66666667,0,0,66666667.0
Industrial Bank,Jinneng Holding Group Co Ltd,690262429,2005841573,2427818961,1637715584,1660074446,705330555,1047438618,10174482165.0
Industrial Bank,Beijing Energy Holding Co Ltd,0,0,158353000,140924000,101296794,439067952,173719200,1013360946.0
Industrial Bank,China Datang Corp,549988333,689211441,361312398,0,325549320,321350250,0,2247411742.0
Industrial Bank,China Energy Investment Corp Ltd,238136510,198379568,295156815,279604246,792881658,0,61062260,1865221057.0
Industrial Bank,China Huadian Corp Ltd,174309547,0,123013494,230892576,207495179,669070463,498298926,1903080187.0
Industrial Bank,Jizhong Energy Group Co Ltd,212858770,897789176,1289989318,1217935649,287140033,0,0,3905712946.0
Industrial Bank,China Huaneng Group Co Ltd,0,0,177845107,164930995,164695033,389924325,177905843,1075301303.0
Industrial Bank,China Petrochemical Corporation (Sinopec Group),0,0,0,0,1645618500,2169685000,927105000,4742408500.0
Industrial Bank,China ZhenHua Oil Co Ltd,67562550,0,0,0,0,0,0,67562550.0
Industrial Bank,Guangdong Hanjian Holding Co Ltd,0,0,0,0,11756614,0,0,11756614.0
Industrial Bank,Guangdong Hengjian Investment Holding Co Ltd,127692180,49985498,155417353,561929650,129246794,698671172,243241851,1966184498.0
Industrial Bank,Huayang New Material Technology Group Co Ltd,261969500,297957500,487870250,292091500,426769500,78282500,269890000,2114830750.0
Industrial Bank,China National Petroleum Corporation (CNPC),0,86893800,0,0,860974500,0,0,947868300.0
Intesa Sanpaolo,OMV AG,0,0,177293294,0,0,0,0,177293294.0
Intesa Sanpaolo,TotalEnergies SE,400134000,75000000,118360000,0,0,0,280385325,873879325.0
Intesa Sanpaolo,RWE AG,0,0,0,165629642,0,0,0,165629642.0
Intesa Sanpaolo,Oil and Natural Gas Corporation Ltd (ONGC),0,0,0,0,0,116666667,0,116666667.0
Intesa Sanpaolo,Novatek PJSC,0,238320000,0,0,0,0,0,238320000.0
Intesa Sanpaolo,Repsol SA,0,54479000,0,0,0,0,0,54479000.0
Intesa Sanpaolo,Glencore PLC,39741920,0,0,0,0,0,0,39741920.0
Intesa Sanpaolo,Gazprom PJSC,0,0,0,131944444,200000000,642766000,0,974710444.0
Intesa Sanpaolo,Eni SpA,565422500,656343200,497290422,134538075,182884655,781114172,1610195473,4427788498.0
Intesa Sanpaolo,Bulgarian Energy Holding EAD,68773892,0,0,0,0,0,0,68773892.0
Intesa Sanpaolo,Adani Group,0,0,0,0,0,35524843,0,35524843.0
Intesa Sanpaolo,Mubadala Investment Co PJSC,0,0,0,0,108400000,0,81300000,189700000.0
JPMorgan Chase,Petroliam Nasional Berhad (Petronas),0,0,0,0,200742551,0,0,200742551.0
JPMorgan Chase,PennEnergy Resources LLC,0,0,360000000,0,0,0,0,360000000.0
JPMorgan Chase,Peabody Energy Corp,0,870041667,80000000,108000000,0,0,0,1058041667.0
JPMorgan Chase,Pan American Energy Group SL,0,0,0,0,0,56316257,0,56316257.0
JPMorgan Chase,Pampa Energia SA,0,0,0,69997500,0,0,0,69997500.0
JPMorgan Chase,PPL Corp,308768697,152351505,461092500,376268172,259200000,419121806,0,1976802681.0
JPMorgan Chase,Ovintiv Inc,842635000,0,2000000000,0,800000000,0,700000000,4342635000.0
JPMorgan Chase,Occidental Petroleum Corp,3368838889,333333333,1245000000,2157403619,667500000,356000000,0,8128075841.0
JPMorgan Chase,OMV AG,0,0,91873321,0,125689355,0,0,217562676.0
JPMorgan Chase,Korea Gas Corporation (KOGAS),149999997,0,0,0,0,100000000,62500000,312499997.0
JPMorgan Chase,Murphy Oil Corp,240178571,225892857,228571429,328571429,0,78571429,160000000,1261785715.0
JPMorgan Chase,National Fuel Gas Co,166666667,0,247500000,0,209820417,62500000,250000000,936487084.0
JPMorgan Chase,Mubadala Investment Co PJSC,31616667,0,0,126466667,0,94186366,0,252269700.0
JPMorgan Chase,Mitsui & Co Ltd,0,0,0,0,0,0,41666667,41666667.0
JPMorgan Chase,Mitsubishi Corp,0,20000000,0,89844093,0,33310073,0,143154167.0
JPMorgan Chase,Marathon Oil Corp,368910000,690500000,678600000,750000000,0,449857143,412500000,3350367143.0
JPMorgan Chase,Magnolia Oil & Gas Corp,0,0,0,0,0,122850000,181950000,304800000.0
JPMorgan Chase,Legacy Reserves Inc,0,0,0,187500000,0,0,0,187500000.0
JPMorgan Chase,LUKOIL PJSC,500000000,0,0,0,0,766666666,0,1266666666.0
JPMorgan Chase,Kuwait Petroleum Corp,0,0,0,142857143,0,0,0,142857143.0
JPMorgan Chase,Petróleo Brasileiro SA – Petrobras,2310704460,259999995,0,629394813,636607143,656465300,0,4493171709.0
JPMorgan Chase,Northeast Natural Energy LLC,0,0,0,0,0,0,70714286,70714286.0
JPMorgan Chase,Petróleos Mexicanos (PEMEX),1880000000,1188000000,400000000,2015000001,561869769,0,0,6044869770.0
JPMorgan Chase,SilverBow Resources Inc,500000000,600000000,1200000000,0,0,600000000,96875000,2996875000.0
JPMorgan Chase,QatarEnergy,0,0,0,0,0,1744444445,0,1744444445.0
JPMorgan Chase,Kinder Morgan Inc,200721154,178571429,694805195,0,125000000,291666667,541666667,2032431112.0
JPMorgan Chase,Zarvona III-B Plp LP,0,0,19800000,0,0,0,0,19800000.0
JPMorgan Chase,YPF SA,300499997,338062500,0,0,0,0,0,638562497.0
JPMorgan Chase,Vermilion Energy Inc,0,37500000,0,0,0,0,0,37500000.0
JPMorgan Chase,TotalEnergies SE,701456250,0,161482294,1095070754,502286615,0,280385325,2740681238.0
JPMorgan Chase,Tecpetrol International SA,0,175000000,0,0,0,0,0,175000000.0
JPMorgan Chase,Teck Resources Ltd,53822917,775050000,1033400000,1033400000,160177000,1033400000,0,4089249917.0
JPMorgan Chase,Suncor Energy Inc,749737621,1026431200,0,1279616375,333333333,1105163000,0,4494281529.0
JPMorgan Chase,Steward Energy II LLC,108000000,0,0,0,0,40500000,78750000,227250000.0
JPMorgan Chase,State Power Investment Corp (SPIC),97656855,0,0,0,94380062,40000000,0,232036917.0
JPMorgan Chase,Pioneer Natural Resources Co,829418226,239420500,500000000,0,176388889,854527777,0,2599755392.0
JPMorgan Chase,State Grid Corp of China,16137143,141032512,78708624,0,86431043,38201956,0,360511278.0
JPMorgan Chase,Shell PLC,1772256429,0,750000000,2218085000,500000000,0,0,5240341429.0
JPMorgan Chase,Shandong Energy Co Ltd,0,355828728,0,22501189,0,0,0,378329917.0
JPMorgan Chase,Saudi Arabian Oil Company (Saudi Aramco),594444444,214285714,250000000,3427632384,1833333333,1428571428,740563741,8488831044.0
JPMorgan Chase,Samson Resources II Midco LLC,0,419243245,0,0,0,0,0,419243245.0
JPMorgan Chase,Sabinal Energy Operating LLC,0,0,0,175988302,0,0,0,175988302.0
JPMorgan Chase,SM Energy Co,302480209,0,83333333,0,0,80000000,0,465813542.0
JPMorgan Chase,Rockcliff Energy II LLC,0,0,0,0,0,52500000,0,52500000.0
JPMorgan Chase,Repsol SA,0,0,0,92681667,289714698,88661016,0,471057381.0
JPMorgan Chase,Range Resources Corp,0,0,2000000000,400000000,134523810,75000000,269841270,2879365080.0
JPMorgan Chase,RWE AG,0,0,0,165629642,0,0,0,165629642.0
JPMorgan Chase,Southwestern Energy Co,2191140000,368750000,877306147,285714286,61478175,800145510,231818182,4816352301.0
JPMorgan Chase,Inpex Corp,0,0,0,0,0,0,46000000,46000000.0
JPMorgan Chase,Verdun Oil Co LLC,0,0,0,0,0,78750000,16875000,95625000.0
JPMorgan Chase,Impact Exploration and Production Partners LLC,0,0,28158128,96206939,0,0,0,124365067.0
JPMorgan Chase,China National Offshore Oil Corp (CNOOC),0,0,145000000,136363636,66666667,0,0,348030303.0
JPMorgan Chase,China Huaneng Group Co Ltd,0,0,0,0,67777778,81110878,0,148888656.0
JPMorgan Chase,China Huadian Corp Ltd,36651214,35798957,0,0,0,0,0,72450170.0
JPMorgan Chase,Chevron Corp,738025553,849999334,800000000,100000000,2171428570,0,0,4659453457.0
JPMorgan Chase,Chesapeake Energy Corp,0,333333333,700119033,375000000,0,531505952,222222222,2162180540.0
JPMorgan Chase,Canadian Natural Resources Ltd (CNRL),0,500000000,25000000,0,366666667,0,0,891666667.0
JPMorgan Chase,Callon Petroleum Co,416712167,165000000,361770000,2500000000,0,81250000,417857143,3942589310.0
JPMorgan Chase,CNX Resources Corp,0,0,732142857,675000000,69000000,244444444,45454545,1766041846.0
JPMorgan Chase,CLP Holdings Ltd,0,0,0,63692480,90011840,21002553,0,174706873.0
JPMorgan Chase,Bulgarian Energy Holding EAD,68773892,0,0,0,0,80590201,0,149364093.0
JPMorgan Chase,China National Petroleum Corporation (CNPC),0,0,0,0,133333333,0,0,133333333.0
JPMorgan Chase,Blackbeard Operating LLC,0,0,0,855000000,0,0,0,855000000.0
JPMorgan Chase,BHP Group Ltd,0,0,0,57500000,2857143,0,0,60357143.0
JPMorgan Chase,Ascent Resources LLC,0,500000000,362500000,333333333,140933333,40000000,250000000,1626766666.0
JPMorgan Chase,Antero Resources Corp,723937500,2500000000,0,0,119047619,1795714285,0,5138699404.0
JPMorgan Chase,Ameredev Holdings II LLC,0,22500000,0,61200000,28800000,162000000,0,274500000.0
JPMorgan Chase,Aker BP ASA,0,36363636,50000000,83333333,358333333,246357613,0,774387915.0
JPMorgan Chase,Aethon Energy Management LLC,48750000,0,0,72320272,193750000,83333333,375000000,773153605.0
JPMorgan Chase,Indika Energy Tbk PT,0,130912807,0,0,0,0,0,130912807.0
JPMorgan Chase,Adani Group,0,0,0,51973684,72280875,51254906,0,175509466.0
JPMorgan Chase,Abu Dhabi National Oil Company (ADNOC),0,1959250000,0,0,0,278705598,0,2237955598.0
JPMorgan Chase,APA Corp,212475000,0,511111111,0,104166667,0,335155909,1162908687.0
JPMorgan Chase,BP PLC,496365671,596524774,316666984,0,1557500001,550845534,0,3517902964.0
JPMorgan Chase,China Petrochemical Corporation (Sinopec Group),200000001,226666660,133333400,276190477,230769230,200000000,0,1266959768.0
JPMorgan Chase,Alliance Resource Partners LP,0,257020833,0,0,91900000,0,0,348920833.0
JPMorgan Chase,ConocoPhillips,1589105000,1116666667,828571429,0,166666667,0,813636364,4514646127.0
JPMorgan Chase,ITOCHU Corp,0,0,0,0,0,23479480,0,23479480.0
JPMorgan Chase,Hunt Consolidated Inc,0,0,0,0,140790642,0,0,140790642.0
JPMorgan Chase,Hilcorp Energy Co,0,438015331,140790642,0,0,286050828,134086325,998943126.0
JPMorgan Chase,Hess Corporation,673750000,740000000,0,700000000,250000000,700000000,464285714,3528035714.0
JPMorgan Chase,Gulfport Energy Corp,0,75000000,0,0,0,487500000,0,562500000.0
JPMorgan Chase,Guangdong Hengjian Investment Holding Co Ltd,0,3098346,0,0,0,0,0,3098346.0
JPMorgan Chase,Glencore PLC,39741920,86804280,87953772,197221383,154693338,63830711,46412903,676658307.0
JPMorgan Chase,Geopark Ltd,0,0,0,0,0,50000000,0,50000000.0
JPMorgan Chase,Comstock Resources Inc,213750000,12142857,0,0,0,0,0,225892857.0
JPMorgan Chase,Exxon Mobil Corp,3233333000,0,833333333,2650000000,7502786665,1111111111,0,15330564109.0
JPMorgan Chase,Evraz PLC,198969,358145,0,334268,0,0,0,891382.0
JPMorgan Chase,Gazprom PJSC,258649375,556520238,674496485,131944444,1872157500,1094785750,0,4588553792.0
JPMorgan Chase,Eni SpA,284547500,156343200,282857002,140000000,355043943,163007957,317716765,1699516367.0
JPMorgan Chase,Endeavor Energy Resources LP,0,0,0,71428571,85714286,0,150000000,307142857.0
JPMorgan Chase,EQT Corp,404512500,923623067,0,0,428184982,375118076,344444444,2475883069.0
JPMorgan Chase,EOG Resources Inc,100000000,0,0,285714286,214285714,0,0,600000000.0
JPMorgan Chase,EN+ Group International PJSC,0,32663482,2255183,0,0,0,0,34918665.0
JPMorgan Chase,Discovery Natural Resources LLC,0,0,175500000,10125000,0,0,0,185625000.0
JPMorgan Chase,Diamondback Energy Inc,1299847827,279761904,250000000,759250000,166666667,314285715,107142857,3176954970.0
JPMorgan Chase,Devon Energy Corp,25000000,357661196,1032142857,1014285715,175000000,0,0,2604089768.0
JPMorgan Chase,Delek Group Ltd,0,875000000,0,249811865,0,0,0,1124811865.0
JPMorgan Chase,Continental Resources Inc/OK,0,166666667,125000000,0,166666667,145454540,0,603787874.0
JPMorgan Chase,Equinor ASA,0,0,333333000,0,1818187917,298899359,0,2450420276.0
KB Financial,Korea Gas Corporation (KOGAS),0,0,0,0,0,100000000,0,100000000.0
KB Financial,POSCO Holdings Inc,51562812,19674146,60367046,148079635,25102985,41025189,61685370,407497184.0
KB Financial,Saudi Arabian Oil Company (Saudi Aramco),154569450,153901050,66775276,84010000,231569395,0,46046275,736871446.0
Lloyds,Shell PLC,0,0,0,388000000,332377500,0,0,720377500.0
Lloyds,Delek Group Ltd,0,0,0,0,0,78066208,0,78066208.0
Lloyds,RWE AG,0,0,0,165629642,0,0,0,165629642.0
Lloyds,Aker BP ASA,455454700,0,0,0,0,0,0,455454700.0
Lloyds,BP PLC,488045993,422025990,441769159,316666667,241230051,138808353,0,2048546213.0
MUFG,Inpex Corp,0,0,0,0,1050875000,0,579800000,1630675000.0
MUFG,Kinder Morgan Inc,153846154,178571429,694805195,0,125000000,371666667,441666667,1965556112.0
MUFG,LUKOIL PJSC,0,0,100000000,0,0,0,0,100000000.0
MUFG,Marathon Oil Corp,0,0,0,0,0,0,100000000,100000000.0
MUFG,Mitsubishi Corp,92534816,0,0,0,4389028,0,0,96923844.0
MUFG,Mubadala Investment Co PJSC,31616667,0,0,0,0,0,81300000,112916666.0
MUFG,Murphy Oil Corp,240178571,225892857,228571429,78571429,0,78571429,160000000,1011785715.0
MUFG,NTPC Ltd,0,136492590,201003444,163157982,0,0,0,500654016.0
MUFG,OMV AG,0,0,269166615,268919640,1326400428,0,0,1864486683.0
MUFG,Occidental Petroleum Corp,569770247,333333333,625000000,2157403619,667500000,356000000,0,4709007199.0
MUFG,Oil and Natural Gas Corporation Ltd (ONGC),703416660,383063580,0,60000000,111111111,0,0,1257591351.0
MUFG,PPL Corp,131625000,0,94500000,85991355,97200000,0,0,409316355.0
MUFG,Pertamina Persero PT,214285714,0,0,0,0,271428571,427777777,913492062.0
MUFG,Petroliam Nasional Berhad (Petronas),0,0,0,0,1080000000,498000000,0,1578000000.0
MUFG,Petróleo Brasileiro SA – Petrobras,0,0,0,0,0,656465300,379166667,1035631967.0
MUFG,Pioneer Natural Resources Co,0,0,0,0,176388889,277777777,0,454166666.0
MUFG,QatarEnergy,0,0,0,0,0,944444445,0,944444445.0
MUFG,RWE AG,0,0,0,165629642,0,0,0,165629642.0
MUFG,Range Resources Corp,0,0,0,0,0,0,55555556,55555556.0
MUFG,Repsol SA,0,0,0,0,166114436,113365881,0,279480317.0
MUFG,Rockcliff Energy II LLC,0,0,0,0,0,52500000,0,52500000.0
MUFG,Saudi Arabian Oil Company (Saudi Aramco),344444444,0,1150000000,0,1616666666,1761904761,740563741,5613579612.0
MUFG,Sojitz Corp,0,0,0,0,0,0,5707648,5707648.0
MUFG,Southwestern Energy Co,0,143750000,285714286,285714286,38888889,224090909,231818182,1209976552.0
MUFG,State Grid Corp of China,25522680,0,0,0,86431043,38201956,0,150155679.0
MUFG,Suncor Energy Inc,0,0,0,0,0,125000000,0,125000000.0
MUFG,TotalEnergies SE,0,0,435201284,198838847,552201251,0,84096733,1270338115.0
MUFG,Indonesia Asahan Aluminium Persero PT,0,0,207593795,0,0,68116782,0,275710577.0
MUFG,Petróleos Mexicanos (PEMEX),640000000,0,0,1040000000,561869769,0,0,2241869769.0
MUFG,ITOCHU Corp,0,44166668,0,0,0,0,0,44166668.0
MUFG,ConocoPhillips,0,0,828571429,0,0,0,813636364,1642207793.0
MUFG,Hess Corporation,300000000,740000000,0,700000000,0,700000000,464285714,2904285714.0
MUFG,Hilcorp Energy Co,0,0,0,0,0,0,134086325,134086325.0
MUFG,APA Corp,0,0,511111111,83333333,104166667,0,335155909,1033767020.0
MUFG,Abu Dhabi National Oil Company (ADNOC),0,1959250000,0,357142857,0,0,0,2316392857.0
MUFG,Adani Group,62261450,31578947,0,51973684,72280875,86779749,0,304874706.0
MUFG,Aethon Energy Management LLC,0,0,0,0,0,0,125000000,125000000.0
MUFG,Aker BP ASA,0,0,0,446969697,358333333,117647059,0,922950089.0
MUFG,Ascent Resources LLC,0,0,0,0,140933333,40000000,250000000,430933333.0
MUFG,BHP Group Ltd,0,0,0,57500000,2857143,0,0,60357143.0
MUFG,CLP Holdings Ltd,0,0,0,0,90011840,21002553,12842605,123856998.0
MUFG,CNX Resources Corp,0,0,732142857,1175000000,0,244444444,45454545,2197041846.0
MUFG,Callon Petroleum Co,0,0,0,0,0,0,42857143,42857143.0
MUFG,Canadian Natural Resources Ltd (CNRL),0,500000000,0,0,366666667,0,0,866666667.0
MUFG,Chesapeake Energy Corp,500000000,0,645833333,375000000,233775244,387061508,0,2141670085.0
MUFG,Chevron Corp,32343750,849999334,800000000,100000000,1600000000,0,0,3382343084.0
MUFG,BP PLC,624490792,489412395,316667300,471854866,463730051,0,0,2366155404.0
MUFG,HG Energy II Production Holdings LLC,0,0,0,0,0,40997887,0,40997887.0
MUFG,China Energy Investment Corp Ltd,0,0,0,0,3255830,0,0,3255830.0
MUFG,Gulfport Energy Corp,0,0,0,0,0,187500000,0,187500000.0
MUFG,Glencore PLC,39741920,45843750,66119985,197221383,154693338,46934346,46412903,596967625.0
MUFG,Gazprom PJSC,0,0,0,0,0,200000000,0,200000000.0
MUFG,Eni SpA,280875000,0,0,134538075,0,281114172,0,696527247.0
MUFG,Endeavor Energy Resources LP,0,125000000,250000000,196428571,85714286,0,150000000,807142857.0
MUFG,Equinor ASA,0,0,0,0,0,298899359,0,298899359.0
MUFG,EOG Resources Inc,100000000,0,0,0,0,0,0,100000000.0
MUFG,Diamondback Energy Inc,0,71428571,0,0,0,0,0,71428571.0
MUFG,Devon Energy Corp,0,21428571,83333333,85714286,222000000,0,47000000,459476190.0
MUFG,Continental Resources Inc/OK,0,166666667,375000000,0,166666667,395454540,122083333,1225871207.0
MUFG,EQT Corp,0,611123067,0,0,245673077,76923076,344444444,1278163664.0
Mizuho,Petróleo Brasileiro SA – Petrobras,0,0,1372809081,629394813,0,459525710,0,2461729603.0
Mizuho,Oil and Natural Gas Corporation Ltd (ONGC),703416660,116396913,0,0,0,0,0,819813573.0
Mizuho,Pertamina Persero PT,364285714,145833334,0,0,590000000,0,427777777,1527896825.0
Mizuho,PPL Corp,214268427,147289005,0,462259527,0,550746806,0,1374563765.0
Mizuho,POSCO Holdings Inc,0,0,0,0,0,0,50910848,50910848.0
Mizuho,Occidental Petroleum Corp,1159548889,0,625000000,0,0,0,0,1784548889.0
Mizuho,Marathon Oil Corp,50000000,690500000,678600000,750000000,0,449857143,412500000,3031457143.0
Mizuho,Nippon Steel Corp,14236805,12997196,31726957,258183148,72782350,0,0,389926456.0
Mizuho,NTPC Ltd,0,0,108003444,163157982,0,0,0,271161427.0
Mizuho,Mitsui & Co Ltd,0,0,34329845,0,24184030,0,0,58513875.0
Mizuho,Mitsubishi Corp,145469819,0,30805119,0,0,52662164,0,228937103.0
Mizuho,Petróleos Mexicanos (PEMEX),1282383360,289405065,70678656,2015000001,337121862,0,0,3994588944.0
Mizuho,OMV AG,0,220943580,177293294,0,264329333,0,0,662566207.0
Mizuho,Pioneer Natural Resources Co,0,0,0,0,54166667,0,0,54166667.0
Mizuho,Teck Resources Ltd,0,0,0,0,160177000,0,0,160177000.0
Mizuho,Range Resources Corp,0,0,0,0,91666667,75000000,269841270,436507937.0
Mizuho,TotalEnergies SE,0,0,161482294,763541175,341250503,0,0,1266273973.0
Mizuho,Repsol SA,0,0,0,0,166114436,88661016,0,254775452.0
Mizuho,Ring Energy Inc,0,0,0,0,0,0,250000000,250000000.0
Mizuho,Rockcliff Energy II LLC,0,0,0,0,0,52500000,0,52500000.0
Mizuho,Saudi Arabian Oil Company (Saudi Aramco),344444444,0,0,1343298634,1616666666,1761904761,740563741,5806878246.0
Mizuho,Shell PLC,0,0,0,388000000,0,300000000,0,688000000.0
Mizuho,SilverBow Resources Inc,0,0,0,0,0,0,96875000,96875000.0
Mizuho,Sojitz Corp,8090073,13813657,8422814,0,8395103,0,0,38721647.0
Mizuho,Southwestern Energy Co,257140000,143750000,285714286,285714286,38888889,224090909,231818182,1467116552.0
Mizuho,State Grid Corp of China,91571812,1016467184,131866391,29230821,95805732,38201956,16049442,1419193337.0
Mizuho,Suncor Energy Inc,0,250000000,0,0,0,0,0,250000000.0
Mizuho,Kinder Morgan Inc,200721154,178571429,694805195,0,125000000,371666667,291666667,1862431112.0
Mizuho,RWE AG,0,0,0,165629642,0,0,0,165629642.0
Mizuho,Inpex Corp,60000000,0,0,0,1050875000,46071500,0,1156946500.0
Mizuho,China Huaneng Group Co Ltd,0,0,0,0,67777778,81110878,0,148888656.0
Mizuho,Hilcorp Energy Co,0,0,0,0,0,286050828,134086325,420137153.0
Mizuho,APA Corp,0,0,511111111,83333333,104166667,0,335155909,1033767020.0
Mizuho,ITOCHU Corp,0,0,0,0,0,23479480,0,23479480.0
Mizuho,Adani Group,0,0,0,101782844,21531100,86779749,0,210093694.0
Mizuho,Ascent Resources LLC,0,0,0,0,33333333,40000000,250000000,323333333.0
Mizuho,BHP Group Ltd,0,0,0,57500000,2857143,0,0,60357143.0
Mizuho,BP PLC,624490793,263984309,554167300,0,746067348,314768877,0,2503478627.0
Mizuho,CLP Holdings Ltd,0,67262582,0,63692480,90011840,58838731,0,279805633.0
Mizuho,Canadian Natural Resources Ltd (CNRL),0,0,25000000,0,0,0,0,25000000.0
Mizuho,Chesapeake Energy Corp,0,0,333333333,0,233775244,0,222222222,789330799.0
Mizuho,Chevron Corp,732343750,183333333,800000000,100000000,0,0,0,1815677083.0
Mizuho,China Huadian Corp Ltd,0,0,0,36983433,45454545,0,0,82437978.0
Mizuho,China National Offshore Oil Corp (CNOOC),0,0,145000000,0,0,0,0,145000000.0
Mizuho,China National Petroleum Corporation (CNPC),0,0,0,0,133333333,0,0,133333333.0
Mizuho,Abu Dhabi National Oil Company (ADNOC),0,0,0,357142857,0,0,0,357142857.0
Mizuho,Comstock Resources Inc,0,0,0,0,155610714,272666667,214285714,642563095.0
Mizuho,China Petrochemical Corporation (Sinopec Group),200000001,226666660,133333400,142857143,0,0,0,702857204.0
Mizuho,Gulfport Energy Corp,0,0,0,0,0,187500000,0,187500000.0
Mizuho,Glencore PLC,39741920,86804280,66119985,111677419,154693338,86497378,46412903,591947223.0
Mizuho,Gazprom PJSC,0,179816977,137769748,131944444,0,115916000,0,565447169.0
Mizuho,Galp Energia SGPS SA,0,0,0,0,94249676,0,0,94249676.0
Mizuho,Exxon Mobil Corp,0,0,0,0,0,1111111111,0,1111111111.0
Mizuho,Hess Corporation,300000000,740000000,0,700000000,0,700000000,464285714,2904285714.0
Mizuho,Earthstone Energy Inc,0,0,0,0,0,0,25000000,25000000.0
Mizuho,EQT Corp,0,0,0,0,0,76923076,761111111,838034187.0
Mizuho,Devon Energy Corp,0,0,407142857,428571429,0,135714285,7142857,978571428.0
Mizuho,Continental Resources Inc/OK,0,166666667,375000000,0,166666667,395454540,122083333,1225871207.0
Mizuho,Equinor ASA,333003000,0,0,250000000,0,298899359,0,881902359.0
Mizuho,ConocoPhillips,375000000,0,600000000,0,0,0,813636364,1788636364.0
Morgan Stanley,Petróleos Mexicanos (PEMEX),1082383360,0,0,0,561869769,0,0,1644253129.0
Morgan Stanley,Petróleo Brasileiro SA – Petrobras,0,1213333333,0,368484704,596266121,0,0,2178084158.0
Morgan Stanley,PPL Corp,94500270,0,175500000,40000000,162000000,0,0,472000270.0
Morgan Stanley,Occidental Petroleum Corp,428571428,0,0,0,0,0,0,428571428.0
Morgan Stanley,Mubadala Investment Co PJSC,0,0,0,0,0,220653033,0,220653033.0
