Country_source_CB,Year,Category,Series,Value,Footnotes,Source
Israel,2018,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"340,224",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Israel,2019,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"353,063",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Israel,2020,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"345,460",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Israel,1995,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),5.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Israel,2005,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),4.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Israel,2010,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),5.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Israel,2015,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),2.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Israel,2018,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),4.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Israel,2019,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),3.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Israel,2020,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),-2.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Israel,1975,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"16,557",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Israel,1985,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"24,534",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Israel,2005,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"59,347",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Israel,2010,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"69,065",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Israel,2015,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"64,455",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Israel,2017,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"64,237",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Israel,2018,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"59,902",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Israel,2019,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"61,512",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Israel,1975,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),4.8,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Israel,1985,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),5.7,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Israel,2005,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),8.4,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Israel,2010,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),9.0,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Israel,2015,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),7.6,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Israel,2017,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),7.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Israel,2018,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),6.7,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Israel,2019,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),6.7,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Kazakhstan,2010,"Population, density and surface area",Population mid-year estimates (millions),16.63,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Kazakhstan,2010,"Population, density and surface area",Population mid-year estimates for males (millions),7.92,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Kazakhstan,2010,"Population, density and surface area",Population mid-year estimates for females (millions),8.71,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Kazakhstan,2010,"Population, density and surface area",Sex ratio (males per 100 females),90.9,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
